SRR1033783	SRR1033784	SRR1033785	SRR1033786	SRR1033787	SRR1033788	SRR1033789	SRR1033790	SRR1033791	SRR1033792	SRR1033793	SRR1033794	SRR1033795	SRR1033796
ENSMUSG00000097533	305	256	122	305	196	208	196	186	59	79	100	56	209	170
ENSMUSG00000053754	2043	1992	1008	1985	1588	1324	1145	1161	328	533	717	524	1318	1117
ENSMUSG00000093044	5	9	2	5	2	0	2	2	0	0	0	1	1	0
ENSMUSG00000105868	229	268	572	504	381	279	578	419	450	434	104	57	182	203
ENSMUSG00000022159	279	334	679	671	506	422	794	645	606	568	108	86	250	249
ENSMUSG00000088979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016831	709	817	1341	1143	1029	1155	886	814	584	510	1858	1284	1554	1417
ENSMUSG00000022160	512	584	367	394	636	516	343	288	134	141	233	217	291	257
ENSMUSG00000049532	1826	1377	941	643	1065	1161	240	281	111	113	195	278	13	13
ENSMUSG00000064755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105461	0	2	1	3	1	0	2	0	0	0	1	0	52	81
ENSMUSG00000094140	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103010	3	3	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063867	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063106	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104788	2	2	3	1	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000076759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076760	0	0	1	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000106382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094023	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095426	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105061	0	1	0	0	0	0	0	1	0	1	2	2	1	0
ENSMUSG00000096653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094974	3	0	4	3	2	1	2	1	5	5	8	8	64	20
ENSMUSG00000104714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093953	0	0	1	2	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000090868	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000096505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094619	0	0	0	0	0	0	0	0	0	0	0	3	12	27
ENSMUSG00000106481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105194	0	1	3	1	0	0	2	0	3	0	8	1	0	4
ENSMUSG00000094413	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096681	0	0	0	0	0	0	0	4	0	1	0	0	2	20
ENSMUSG00000105956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094779	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093969	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076821	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076824	0	0	0	0	0	0	0	0	0	0	0	0	2	4
ENSMUSG00000105548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094766	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105666	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000076831	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000096900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095862	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000096615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106620	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000096825	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000076839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095711	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094828	0	0	2	0	21	22	8	11	0	0	0	0	0	0
ENSMUSG00000096678	0	0	0	0	1	2	0	2	0	0	0	0	0	0
ENSMUSG00000096096	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSMUSG00000104673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094562	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000094212	0	1	0	0	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000105090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076858	0	0	0	4	58	46	26	32	2	6	0	1	0	0
ENSMUSG00000105380	0	0	1	2	28	30	21	18	0	0	0	0	0	0
ENSMUSG00000087666	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000096397	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000076861	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076863	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000076864	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096176	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106112	2	0	0	0	0	0	0	0	0	0	2	6	0	0
ENSMUSG00000076871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104876	2	0	0	0	2	0	0	1	0	0	2	7	1	0
ENSMUSG00000076873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076875	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076891	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076893	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076899	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076902	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000076903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076911	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000076912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076916	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076925	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076928	7	8	2	0	5	0	1	0	2	0	12	1	6	6
ENSMUSG00000022174	732	877	716	495	928	1252	958	1188	944	894	989	971	1384	1411
ENSMUSG00000040997	1901	2945	404	347	2406	3619	3558	5024	7044	5763	1540	1770	1029	1009
ENSMUSG00000048153	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105703	88	1	0	2	107	148	29	36	7	9	41	13	0	2
ENSMUSG00000105294	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105501	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000000959	721	763	967	815	754	899	467	626	355	411	1224	1115	916	919
ENSMUSG00000000958	44	49	16	15	142	82	10	15	15	18	2998	3116	396	377
ENSMUSG00000010406	113	134	312	248	327	517	194	256	157	142	288	367	339	313
ENSMUSG00000000957	3141	3327	307	262	619	830	132	91	6	24	150	105	961	959
ENSMUSG00000096030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022175	1873	1766	1129	896	1248	1857	968	1237	897	840	3008	3651	2744	2519
ENSMUSG00000022176	11	15	841	668	76	118	13	19	1	6	17	29	13	24
ENSMUSG00000023110	496	553	767	837	762	1316	438	633	280	275	386	446	491	506
ENSMUSG00000022177	43	64	70	104	88	126	19	18	3	12	71	45	164	166
ENSMUSG00000022178	95	155	21	9	11	7	2	2	4	3	15	24	289	289
ENSMUSG00000064742	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022179	37	41	43	20	85	43	46	32	25	18	30	37	32	46
ENSMUSG00000022193	221	226	612	371	525	1025	439	749	446	531	351	463	825	884
ENSMUSG00000076128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072423	1	2	3	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000059674	133	187	362	240	456	533	105	120	6	13	11	6	36	31
ENSMUSG00000092443	30	38	61	35	73	100	19	40	2	1	6	0	4	8
ENSMUSG00000091306	235	237	193	196	206	175	149	125	43	52	154	102	119	124
ENSMUSG00000022185	3511	3283	2938	2907	2769	2274	2088	1852	629	649	1868	1454	2584	2268
ENSMUSG00000106169	1	2	2	9	2	1	2	0	0	1	1	9	0	0
ENSMUSG00000040840	389	349	381	294	263	195	227	154	54	62	146	94	162	179
ENSMUSG00000040822	338	346	355	295	303	408	305	350	258	210	185	195	669	752
ENSMUSG00000052435	0	0	1	4	0	0	0	0	0	0	6	2	9	5
ENSMUSG00000022180	42	43	399	204	694	328	226	188	58	91	3992	3194	2493	2093
ENSMUSG00000086420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057156	81	61	44	18	57	82	43	55	32	20	62	33	80	71
ENSMUSG00000072494	23	11	135	58	52	58	107	102	139	98	6	11	11	7
ENSMUSG00000102798	3	3	23	5	2	4	7	6	7	8	4	1	1	1
ENSMUSG00000089682	708	694	1745	1506	696	706	1140	931	1858	1442	105	78	241	260
ENSMUSG00000092232	0	2	4	1	1	0	0	2	0	0	0	0	1	1
ENSMUSG00000022194	1842	1746	1372	1136	1092	593	769	425	85	193	209	181	270	224
ENSMUSG00000022199	4903	5185	9571	6448	11487	16588	11202	13811	9304	9220	704	921	244	221
ENSMUSG00000022203	598	639	511	394	1863	2530	1384	2057	130	170	8	3	7	2
ENSMUSG00000040770	7	6	3	1	4	1	6	1	4	13	1	0	0	1
ENSMUSG00000040759	1153	913	58	64	866	1006	3231	3284	7626	6270	50	92	17	17
ENSMUSG00000040752	847	747	22	28	118	20	393	155	74	126	2	2	9	12
ENSMUSG00000065432	37	36	0	1	6	0	16	14	4	5	0	0	0	0
ENSMUSG00000097652	9	21	14	22	4	1	5	8	2	3	1	0	3	0
ENSMUSG00000053093	18	16	20	35	7	6	9	1	0	10	1	3	4	4
ENSMUSG00000101680	0	1	14	5	1	2	0	0	0	0	0	0	1	0
ENSMUSG00000077928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022204	343	315	222	226	312	380	292	321	237	213	289	231	498	498
ENSMUSG00000072492	2	6	7	1	0	0	2	4	0	3	1	2	4	9
ENSMUSG00000100162	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000045691	300	317	693	573	231	304	488	543	502	433	116	151	291	288
ENSMUSG00000040721	856	869	1006	797	573	241	1052	263	83	160	79	97	104	85
ENSMUSG00000093452	83	96	127	75	55	31	118	21	11	19	2	4	7	10
ENSMUSG00000104389	31	55	58	56	10	2	99	16	0	13	0	1	0	1
ENSMUSG00000104056	3	0	6	5	3	1	3	0	0	0	0	0	0	1
ENSMUSG00000040701	165	184	395	389	84	81	153	124	114	140	250	241	65	102
ENSMUSG00000022208	47	77	3454	2930	363	858	93	113	174	599	355	474	29	14
ENSMUSG00000077492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022209	8	4	1	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000060680	2	2	9	5	3	3	6	0	5	7	1	6	73	70
ENSMUSG00000022210	255	247	59	62	129	122	98	82	131	131	145	140	356	339
ENSMUSG00000022211	828	809	1889	1590	952	912	358	356	159	209	54	68	6	7
ENSMUSG00000022212	154	110	383	254	33	68	9	17	18	96	77	113	16	9
ENSMUSG00000040632	0	0	3	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040618	118	175	318	261	168	252	34	37	9	26	454	573	538	509
ENSMUSG00000053588	20	22	7	7	12	4	5	8	5	8	29	52	25	7
ENSMUSG00000022214	1275	1297	1228	1237	1193	1614	1210	1484	1106	1074	1004	1195	999	1016
ENSMUSG00000086341	129	116	143	124	120	135	110	158	119	120	92	131	96	104
ENSMUSG00000022215	0	2	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000022216	244	281	999	846	444	540	181	286	112	130	1574	1642	1291	1363
ENSMUSG00000022217	88	67	180	145	38	62	31	40	52	36	94	71	67	79
ENSMUSG00000079197	143	204	367	278	281	397	215	254	149	160	738	611	635	723
ENSMUSG00000047098	446	491	497	414	230	318	229	215	153	162	434	373	382	324
ENSMUSG00000002325	276	356	172	221	117	153	111	83	29	45	290	253	623	655
ENSMUSG00000002324	4	2	5	2	0	1	0	2	0	0	3	0	28	34
ENSMUSG00000002319	1048	930	1675	1607	941	1299	573	809	257	311	794	876	703	595
ENSMUSG00000002320	839	781	423	350	641	714	442	470	375	366	659	632	976	983
ENSMUSG00000007591	5	8	5	3	5	4	6	1	1	2	1	0	9	4
ENSMUSG00000002329	290	289	402	320	406	454	514	535	481	455	291	263	656	698
ENSMUSG00000010376	256	336	925	730	660	839	651	756	668	559	701	678	1127	1255
ENSMUSG00000002326	338	366	230	279	381	387	391	330	211	221	572	421	443	471
ENSMUSG00000007589	433	748	201	151	250	305	120	112	99	99	278	170	261	248
ENSMUSG00000088402	1	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000022218	15	11	8	0	0	0	2	5	1	1	64	51	1	3
ENSMUSG00000040472	986	893	534	348	347	447	312	357	229	243	325	368	174	181
ENSMUSG00000002332	1737	1653	609	592	764	922	747	969	919	842	458	388	450	449
ENSMUSG00000019297	347	369	264	226	289	447	198	260	193	127	335	437	186	240
ENSMUSG00000022219	91	64	29	39	60	27	14	20	9	15	12	9	16	10
ENSMUSG00000040432	1	1	6	2	5	3	1	0	0	0	0	0	4	0
ENSMUSG00000046908	3	1	8	1	1	2	0	1	0	0	19	20	6	7
ENSMUSG00000022220	14	27	12	3	7	8	0	4	1	10	17	25	2110	1944
ENSMUSG00000022221	1	8	4	5	17	6	0	1	3	4	241	178	69	71
ENSMUSG00000023411	66	164	49	34	13	19	0	1	1	2	1	1	171	177
ENSMUSG00000075592	517	501	513	261	407	646	399	394	141	270	60	50	471	409
ENSMUSG00000097542	314	352	345	213	293	432	259	244	76	166	25	35	290	298
ENSMUSG00000040380	13	24	39	34	11	7	2	2	0	0	0	0	1	4
ENSMUSG00000047153	563	688	359	310	395	374	132	124	30	28	615	401	656	631
ENSMUSG00000022223	242	243	722	567	143	135	76	82	49	60	143	114	402	399
ENSMUSG00000022225	0	0	0	0	0	0	0	0	0	0	6	0	2	1
